,Id,SepalLengthCm,SepalWidthCm,PetalLengthCm,PetalWidthCm,Species
76,74,6.1,2.8,4.7,1.2,Iris-versicolor
77,75,6.4,2.9,4.3,1.3,Iris-versicolor
78,76,6.6,3.0,4.4,1.4,Iris-versicolor
79,77,6.8,2.8,4.8,1.4,Iris-versicolor
80,78,6.7,3.0,5.0,1.7,Iris-versicolor
81,79,6.0,2.9,4.5,1.5,Iris-versicolor
82,80,5.7,2.6,3.5,1.0,Iris-versicolor
83,81,5.5,2.4,3.8,1.1,Iris-versicolor
84,82,5.5,2.4,3.7,1.0,Iris-versicolor
85,83,5.8,2.7,3.9,1.2,Iris-versicolor
86,84,6.0,2.7,5.1,1.6,Iris-versicolor
87,85,5.4,3.0,4.5,1.5,Iris-versicolor
88,86,6.0,3.4,4.5,,Iris-versicolor
89,87,6.7,3.1,4.7,1.5,Iris-versicolor
90,88,6.3,2.3,4.4,1.3,Iris-versicolor
91,89,5.6,3.0,4.1,1.3,Iris-versicolor
92,90,5.5,2.5,4.0,1.3,Iris-versicolor
93,91,5.5,2.6,4.4,1.2,Iris-versicolor
94,92,6.1,3.0,4.6,1.4,Iris-versicolor
95,93,5.8,2.6,4.0,1.2,Iris-versicolor
96,94,5.0,2.3,3.3,1.0,Iris-versicolor
97,95,5.6,2.7,4.2,1.3,Iris-versicolor
98,96,5.7,3.0,4.2,1.2,Iris-versicolor
99,97,5.7,2.9,4.2,1.3,Iris-versicolor
100,98,6.2,2.9,4.3,1.3,Iris-versicolor
101,99,5.1,2.5,3.0,1.1,Iris-versicolor
102,100,5.7,2.8,4.1,1.3,Iris-versicolor
103,101,6.3,3.3,6.0,2.5,Iris-virginica
104,102,5.8,2.7,5.1,1.9,Iris-virginica
105,103,7.1,3.0,5.9,2.1,Iris-virginica
106,104,6.3,2.9,5.6,1.8,Iris-virginica
107,105,6.5,3.0,5.8,2.2,Iris-virginica
108,106,7.6,3.0,6.6,2.1,Iris-virginica
109,107,4.9,2.5,4.5,1.7,Iris-virginica
110,108,7.3,2.9,6.3,1.8,Iris-virginica
111,109,6.7,2.5,5.8,1.8,Iris-virginica
112,110,7.2,3.6,6.1,2.5,Iris-virginica
113,111,6.5,3.2,5.1,2.0,Iris-virginica
